Content ID,Reaction Type,Datetime,Sentiment,Score,Content_Type,Category,,,The Top five Category,
f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,10/1/2020,negative,15,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,like,9/2/2020,positive,50,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,5/30/2021,positive,60,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,4/14/2021,positive,60,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,worried,9/29/2020,negative,12,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,4/2/2021,positive,60,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,9/9/2020,negative,15,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,hate,1/16/2021,negative,5,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,cherish,7/14/2020,positive,70,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,8/21/2020,negative,15,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,12/25/2020,negative,15,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,6/17/2021,negative,15,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,peeking,7/28/2020,neutral,35,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,interested,1/5/2021,positive,30,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,love,4/17/2021,positive,65,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,like,1/2/2021,positive,50,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,adore,2/25/2021,positive,72,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,dislike,6/14/2021,negative,10,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,like,9/21/2020,positive,50,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,super love,4/10/2021,positive,75,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,super love,9/14/2020,positive,75,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,peeking,4/21/2021,neutral,35,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,adore,2/7/2021,positive,72,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,cherish,9/23/2020,positive,70,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,interested,9/18/2020,positive,30,audio,education,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,adore,12/9/2020,positive,72,audio,education,,,,
a55b215b-06c5-4ef3-ac14-7e1569c3ad2e,intrigued,7/25/2020,positive,45,GIF,education,,,,
a55b215b-06c5-4ef3-ac14-7e1569c3ad2e,adore,2/24/2021,positive,72,GIF,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,11/26/2020,negative,0,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,super love,11/5/2020,positive,75,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,adore,3/12/2021,positive,72,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,super love,1/17/2021,positive,75,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,11/5/2020,positive,45,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,super love,10/9/2020,positive,75,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,2/26/2021,positive,45,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,adore,7/27/2020,positive,72,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,heart,8/12/2020,positive,60,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,6/7/2021,negative,0,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,peeking,2/15/2021,neutral,35,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,adore,4/29/2021,positive,72,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,adore,5/25/2021,positive,72,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,heart,8/17/2020,positive,60,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,peeking,2/2/2021,neutral,35,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,5/15/2021,positive,45,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,like,12/5/2020,positive,50,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,scared,1/22/2021,negative,15,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,heart,10/29/2020,positive,60,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,super love,11/5/2020,positive,75,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,4/29/2021,positive,45,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,dislike,11/3/2020,negative,10,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,hate,8/7/2020,negative,5,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,like,10/1/2020,positive,50,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,indifferent,6/8/2021,neutral,20,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,indifferent,3/26/2021,neutral,20,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,like,10/25/2020,positive,50,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,adore,7/11/2020,positive,72,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,love,5/10/2021,positive,65,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,love,10/18/2020,positive,65,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,worried,1/2/2021,negative,12,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,6/12/2021,positive,45,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,want,6/12/2021,positive,70,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,peeking,4/4/2021,neutral,35,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,super love,6/22/2020,positive,75,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,cherish,1/29/2021,positive,70,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,scared,7/12/2020,negative,15,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,adore,9/18/2020,positive,72,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,indifferent,1/5/2021,neutral,20,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,hate,1/26/2021,negative,5,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,indifferent,8/11/2020,neutral,20,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,interested,11/5/2020,positive,30,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,hate,10/12/2020,negative,5,photo,education,,,,
258bb775-3c35-4eec-90f3-8b75a52e466a,interested,1/13/2021,positive,30,photo,education,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,hate,6/7/2021,negative,5,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,dislike,8/24/2020,negative,10,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,super love,9/12/2020,positive,75,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,scared,9/25/2020,negative,15,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,love,2/8/2021,positive,65,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,like,11/16/2020,positive,50,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,interested,12/9/2020,positive,30,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,super love,9/9/2020,positive,75,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,disgust,12/3/2020,negative,0,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,want,9/13/2020,positive,70,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,heart,9/14/2020,positive,60,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,dislike,10/17/2020,negative,10,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,dislike,8/11/2020,negative,10,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,heart,9/13/2020,positive,60,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,interested,8/23/2020,positive,30,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,disgust,4/13/2021,negative,0,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,scared,6/23/2020,negative,15,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,cherish,7/5/2020,positive,70,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,heart,7/31/2020,positive,60,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,super love,3/16/2021,positive,75,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,worried,12/1/2020,negative,12,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,hate,4/30/2021,negative,5,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,peeking,9/24/2020,neutral,35,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,dislike,7/19/2020,negative,10,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,want,1/12/2021,positive,70,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,heart,9/28/2020,positive,60,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,heart,1/25/2021,positive,60,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,interested,11/6/2020,positive,30,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,worried,8/29/2020,negative,12,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,dislike,2/21/2021,negative,10,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,worried,1/6/2021,negative,12,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,scared,2/9/2021,negative,15,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,want,4/29/2021,positive,70,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,interested,1/3/2021,positive,30,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,scared,5/13/2021,negative,15,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,like,4/11/2021,positive,50,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,interested,3/16/2021,positive,30,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,peeking,2/1/2021,neutral,35,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,peeking,11/17/2020,neutral,35,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,adore,2/28/2021,positive,72,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,indifferent,12/24/2020,neutral,20,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,hate,12/3/2020,negative,5,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,scared,5/28/2021,negative,15,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,scared,1/9/2021,negative,15,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,indifferent,9/26/2020,neutral,20,photo,studying,,,,
8d32243c-2dd1-4128-bde1-d643207e582c,disgust,6/24/2020,negative,0,photo,studying,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,1/24/2021,negative,0,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,intrigued,9/18/2020,positive,45,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,worried,11/26/2020,negative,12,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,cherish,2/7/2021,positive,70,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,11/6/2020,positive,60,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,indifferent,8/13/2020,neutral,20,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,1/3/2021,positive,50,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,12/18/2020,positive,50,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,interested,2/26/2021,positive,30,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,worried,2/26/2021,negative,12,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,8/11/2020,negative,5,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,8/6/2020,positive,72,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,11/18/2020,positive,72,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,scared,5/22/2021,negative,15,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,11/25/2020,negative,0,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,2/9/2021,positive,72,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,12/25/2020,positive,72,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,5/16/2021,positive,60,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,scared,12/20/2020,negative,15,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,3/5/2021,positive,50,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,interested,7/30/2020,positive,30,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,cherish,11/1/2020,positive,70,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,indifferent,3/26/2021,neutral,20,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,1/9/2021,positive,50,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,cherish,1/7/2021,positive,70,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,1/26/2021,negative,0,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,5/31/2021,negative,5,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,super love,6/6/2021,positive,75,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,scared,6/26/2020,negative,15,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,want,10/3/2020,positive,70,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,intrigued,5/27/2021,positive,45,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,9/28/2020,negative,5,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,11/1/2020,positive,50,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,6/14/2021,positive,60,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,dislike,7/26/2020,negative,10,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,7/17/2020,positive,50,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,2/27/2021,negative,5,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,love,3/16/2021,positive,65,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,cherish,2/21/2021,positive,70,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,7/11/2020,negative,5,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,scared,7/12/2020,negative,15,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,super love,9/6/2020,positive,75,audio,science,,,,
e2c433d2-096e-484e-8c69-28f0bb69f3b7,super love,7/13/2020,positive,75,audio,science,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,adore,10/21/2020,positive,72,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,heart,9/30/2020,positive,60,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,scared,8/23/2020,negative,15,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,want,1/11/2021,positive,70,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,worried,6/9/2021,negative,12,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,interested,4/19/2021,positive,30,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,worried,7/5/2020,negative,12,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,love,11/20/2020,positive,65,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,dislike,6/28/2020,negative,10,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,adore,9/29/2020,positive,72,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,intrigued,4/19/2021,positive,45,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,peeking,9/20/2020,neutral,35,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,adore,11/20/2020,positive,72,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,interested,9/23/2020,positive,30,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,worried,11/14/2020,negative,12,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,love,11/15/2020,positive,65,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,love,10/27/2020,positive,65,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,dislike,11/30/2020,negative,10,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,peeking,1/26/2021,neutral,35,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,heart,3/23/2021,positive,60,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,heart,12/23/2020,positive,60,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,intrigued,11/11/2020,positive,45,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,cherish,5/3/2021,positive,70,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,scared,8/22/2020,negative,15,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,love,3/31/2021,positive,65,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,adore,8/28/2020,positive,72,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,dislike,6/5/2021,negative,10,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,peeking,5/28/2021,neutral,35,photo,studying,,,,
3d8fffab-6107-4d7b-9485-c610e233c91c,cherish,5/2/2021,positive,70,photo,studying,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,adore,6/10/2021,positive,72,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,heart,3/23/2021,positive,60,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,dislike,6/1/2021,negative,10,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,peeking,6/23/2020,neutral,35,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,interested,3/6/2021,positive,30,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,disgust,3/10/2021,negative,0,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,intrigued,12/26/2020,positive,45,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,dislike,9/22/2020,negative,10,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,adore,5/8/2021,positive,72,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,worried,4/11/2021,negative,12,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,disgust,6/16/2021,negative,0,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,scared,1/18/2021,negative,15,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,interested,2/20/2021,positive,30,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,super love,5/29/2021,positive,75,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,love,9/17/2020,positive,65,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,super love,6/3/2021,positive,75,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,adore,10/8/2020,positive,72,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,heart,12/22/2020,positive,60,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,want,2/24/2021,positive,70,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,heart,5/31/2021,positive,60,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,adore,1/16/2021,positive,72,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,scared,9/15/2020,negative,15,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,worried,4/19/2021,negative,12,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,peeking,9/10/2020,neutral,35,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,heart,6/14/2021,positive,60,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,intrigued,2/20/2021,positive,45,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,peeking,9/10/2020,neutral,35,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,cherish,6/15/2021,positive,70,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,worried,1/11/2021,negative,12,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,cherish,2/10/2021,positive,70,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,disgust,1/29/2021,negative,0,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,scared,3/10/2021,negative,15,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,hate,2/9/2021,negative,5,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,adore,10/30/2020,positive,72,GIF,Fitness,,,,
409aa11d-5af3-4a70-9da1-482857f5835e,scared,12/12/2020,negative,15,GIF,Fitness,,,,
aa9ea032-0fea-42c3-88d9-666685d4b32b,worried,6/1/2021,negative,12,GIF,veganism,,,,
aa9ea032-0fea-42c3-88d9-666685d4b32b,interested,12/30/2020,positive,30,GIF,veganism,,,,
aa9ea032-0fea-42c3-88d9-666685d4b32b,cherish,2/21/2021,positive,70,GIF,veganism,,,,
aa9ea032-0fea-42c3-88d9-666685d4b32b,adore,9/30/2020,positive,72,GIF,veganism,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,cherish,4/26/2021,positive,70,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,indifferent,6/16/2021,neutral,20,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,7/11/2020,negative,12,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,super love,9/17/2020,positive,75,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,hate,6/14/2021,negative,5,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,dislike,10/10/2020,negative,10,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,love,7/15/2020,positive,65,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,want,7/14/2020,positive,70,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,want,12/5/2020,positive,70,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,intrigued,9/14/2020,positive,45,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,like,6/20/2020,positive,50,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,peeking,8/29/2020,neutral,35,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,11/29/2020,negative,12,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,scared,9/5/2020,negative,15,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,love,1/9/2021,positive,65,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,adore,1/15/2021,positive,72,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,indifferent,4/11/2021,neutral,20,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,indifferent,8/11/2020,neutral,20,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,peeking,10/19/2020,neutral,35,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,cherish,7/12/2020,positive,70,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,interested,11/25/2020,positive,30,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,12/26/2020,negative,0,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,peeking,6/23/2020,neutral,35,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,hate,4/8/2021,negative,5,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,like,10/4/2020,positive,50,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,cherish,3/6/2021,positive,70,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,want,3/28/2021,positive,70,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,10/2/2020,negative,12,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,adore,8/21/2020,positive,72,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,heart,3/18/2021,positive,60,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,4/2/2021,negative,0,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,5/27/2021,negative,12,video,science,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,like,12/4/2020,positive,50,video,science,,,,
9ef39aa2-60f9-4e4b-b666-c6cb97015503,want,9/24/2020,positive,70,GIF,travel,,,,
9ef39aa2-60f9-4e4b-b666-c6cb97015503,adore,10/22/2020,positive,72,GIF,travel,,,,
9ef39aa2-60f9-4e4b-b666-c6cb97015503,love,2/25/2021,positive,65,GIF,travel,,,,
9ef39aa2-60f9-4e4b-b666-c6cb97015503,scared,5/22/2021,negative,15,GIF,travel,,,,
9ef39aa2-60f9-4e4b-b666-c6cb97015503,want,5/4/2021,positive,70,GIF,travel,,,,
9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,1/30/2021,positive,45,GIF,travel,,,,
9ef39aa2-60f9-4e4b-b666-c6cb97015503,like,4/4/2021,positive,50,GIF,travel,,,,
9ef39aa2-60f9-4e4b-b666-c6cb97015503,want,5/13/2021,positive,70,GIF,travel,,,,
9ef39aa2-60f9-4e4b-b666-c6cb97015503,cherish,11/29/2020,positive,70,GIF,travel,,,,
